temperatura_c,umidade_percent,pressao_hpa,distancia_cm,risco_tempestade
42.17,64.43,991.38,399.93,0
32.40,62.81,995.78,399.94,0
76.00,77.28,985.29,399.94,1
22.56,89.96,982.13,399.94,0
60.40,73.49,983.02,400.08,0
26.61,69.34,1008.45,399.92,0
63.43,67.24,1013.16,399.98,0
22.67,63.62,995.00,400.01,0
40.81,81.76,1002.13,399.97,0
40.56,76.54,1012.06,400.05,0
51.28,84.30,1008.35,400.06,0
44.88,61.07,1006.29,400.08,0
46.13,71.12,985.90,399.92,0
29.03,80.62,1018.70,399.94,0
49.78,69.75,1004.13,399.93,0
64.75,72.47,1005.16,400.04,0
47.24,62.83,1013.31,399.95,0
54.07,64.41,994.17,400.03,0
40.69,72.16,1018.03,399.95,0
39.59,87.38,992.61,400.04,0
55.32,89.06,1015.12,400.09,0
20.60,89.66,1007.23,399.92,0
55.18,74.16,980.58,400.05,0
39.94,79.37,982.90,400.08,0
47.76,87.52,988.40,400.02,0
64.82,81.41,1019.09,400.02,0
39.88,81.26,1000.92,399.91,0
51.74,89.51,1005.52,399.96,0
67.99,83.16,998.05,400.09,0
32.73,68.37,988.60,400.05,0
27.36,89.03,986.79,400.09,0
37.26,68.57,1000.47,400.09,0
37.98,80.89,1010.53,399.93,0
51.32,87.31,981.82,399.98,0
28.42,63.39,1010.34,399.92,0
75.44,82.04,1004.07,399.99,1
21.44,86.57,1006.05,400.05,0
45.98,67.94,993.72,400.05,0
47.47,63.84,1009.06,400.06,0
43.11,67.75,991.70,400.07,0
67.96,82.65,984.94,400.07,0
73.34,61.06,1013.53,400.08,0
73.21,87.68,1008.51,400.03,0
20.56,67.73,995.02,399.97,0
40.47,75.82,998.47,399.92,0
26.19,64.44,1010.32,400.04,0
72.85,78.76,990.60,400.06,1
74.08,60.91,1014.50,399.96,0
25.25,76.56,1007.89,399.94,0
44.64,83.50,1014.45,400.08,0
39.46,66.87,1004.16,399.94,0
72.15,74.68,1011.75,400.04,0
62.34,68.57,1003.03,400.04,0
55.52,88.08,1009.11,399.94,0
44.82,76.87,993.50,400.08,0
35.86,60.75,1003.08,400.07,0
42.77,89.97,986.68,399.93,0
69.79,87.85,997.16,399.97,0
46.12,84.40,1001.36,399.92,0
20.22,63.80,982.95,399.94,0
54.83,69.98,996.84,399.90,0
24.61,83.28,1014.44,400.09,0
58.67,86.51,981.57,399.92,0
45.30,65.03,1005.29,399.99,0
56.69,75.59,993.44,400.06,0
69.51,83.03,1015.18,400.06,0
59.56,62.07,987.85,399.97,0
44.02,62.65,990.00,400.02,0
32.58,86.58,1010.57,400.02,0
40.67,76.11,1001.08,400.02,0
26.61,67.10,988.44,400.04,0
69.10,72.37,980.62,399.94,0
77.34,86.99,992.22,399.98,1
33.89,81.02,997.80,400.09,0
53.56,87.10,981.25,399.92,0
55.66,74.22,993.62,399.91,0
62.27,69.09,1018.45,399.91,0
21.39,86.36,983.62,400.02,0
26.16,73.60,1000.56,400.08,0
57.68,74.61,981.90,399.97,0
27.48,78.27,999.93,399.95,0
35.85,82.31,983.79,399.93,0
61.91,64.01,985.46,400.06,0
31.36,67.27,1006.09,400.10,0
76.47,70.44,1014.80,399.96,0
35.74,70.97,990.85,399.92,0
22.85,71.43,994.94,400.04,0
22.94,64.31,993.70,399.95,0
53.59,88.04,984.49,400.02,0
38.75,87.54,998.63,400.02,0
54.41,83.89,980.31,399.93,0
65.70,70.91,1003.72,400.05,0
46.15,67.07,984.21,399.94,0
28.37,71.62,989.34,399.95,0
60.80,67.78,1017.41,400.06,0
40.71,86.94,980.93,399.90,0
48.38,62.66,986.24,400.05,0
51.39,71.28,1014.48,399.93,0
51.28,78.62,994.94,400.10,0
34.18,75.35,983.84,400.00,0
45.67,72.00,983.82,400.08,0
70.42,67.31,1012.76,400.01,0
76.13,61.05,987.84,400.05,0
33.25,68.30,1011.00,399.91,0
43.81,81.88,993.51,400.08,0
47.81,79.99,995.42,400.07,0
33.69,69.19,1011.95,399.95,0
76.65,75.47,991.61,399.97,1
37.15,82.32,1012.35,400.08,0
51.66,69.40,1008.84,399.91,0
75.25,68.68,987.10,400.05,0
43.09,83.93,982.87,400.03,0
40.48,85.62,1002.79,399.97,0
75.13,82.34,1016.64,399.93,0
39.27,89.95,1008.49,400.05,0
61.95,78.95,1000.81,399.95,0
76.64,80.93,1004.07,399.92,1
74.63,62.06,988.69,399.92,0
67.62,87.48,985.97,400.01,0
56.48,67.86,989.20,400.04,0
21.01,60.97,984.17,399.98,0
71.27,87.63,1006.22,399.98,0
75.53,60.11,1005.81,400.01,0
43.81,76.00,998.83,400.09,0
27.84,76.01,992.00,400.08,0
71.11,62.79,1017.32,400.05,0
70.03,84.38,994.21,399.98,1
63.22,60.60,997.31,399.96,0
46.40,89.85,981.19,400.08,0
21.80,65.16,993.80,399.96,0
46.65,68.85,1006.47,400.07,0
23.17,72.28,1007.27,400.05,0
34.95,79.76,994.52,400.05,0
54.57,82.14,1017.91,399.99,0
50.73,69.59,1015.12,400.04,0
71.98,75.40,997.40,399.98,1
27.09,77.04,1005.01,400.10,0
71.98,68.19,1011.65,399.93,0
65.64,80.18,997.45,400.06,0
71.91,73.03,999.06,399.96,1
73.25,69.37,1019.81,400.07,0
61.94,88.59,1011.23,400.06,0
65.30,66.78,1016.71,399.94,0
33.36,88.25,992.94,399.97,0
75.57,74.14,1009.41,400.03,0
34.85,85.01,1015.58,399.92,0
74.99,87.70,1006.51,399.95,0
55.80,81.38,988.83,400.06,0
77.27,61.99,996.10,400.02,0
43.44,81.87,1003.14,400.06,0
64.72,81.34,998.00,399.91,0
36.27,81.60,984.76,400.06,0
23.68,82.45,1015.49,400.04,0
74.78,61.00,1002.29,399.99,0
23.81,80.20,989.14,400.07,0
20.98,77.75,1011.57,400.06,0
26.03,79.99,1001.23,400.10,0
70.70,72.25,990.29,399.99,1
70.36,88.61,992.04,400.05,1
29.16,65.06,1000.76,399.98,0
33.68,81.33,1003.04,400.00,0
35.15,84.28,1019.64,399.99,0
21.82,78.77,1014.82,399.98,0
78.62,86.76,1000.93,399.98,1
48.44,77.91,990.74,400.01,0
33.53,74.93,1003.38,399.92,0
41.02,71.59,990.98,400.05,0
70.41,77.61,1005.59,400.09,0
63.41,64.52,1001.52,400.05,0
66.02,62.05,1007.12,400.08,0
31.05,75.05,992.96,399.91,0
25.63,88.42,987.25,399.96,0
29.77,62.53,1013.72,399.92,0
64.84,77.79,1015.01,400.09,0
36.06,73.94,1008.12,399.94,0
23.46,72.09,1001.89,400.06,0
21.71,75.91,1009.44,400.02,0
25.20,60.59,983.11,399.95,0
73.56,75.85,994.69,399.91,1
37.02,69.60,1018.16,400.08,0
62.75,80.40,1009.68,400.06,0
24.89,64.25,1011.28,399.93,0
31.13,67.62,1002.75,399.95,0
57.09,66.89,1004.78,399.96,0
79.06,68.12,998.20,399.94,0
54.02,67.59,1000.31,400.09,0
54.66,62.42,987.76,400.06,0
38.75,86.64,984.09,399.93,0
62.22,68.47,996.44,399.93,0
51.82,76.73,1004.41,400.04,0
48.79,77.60,1004.05,399.98,0
69.05,70.75,1017.66,400.03,0
59.32,60.36,1013.51,400.08,0
53.03,69.33,983.71,399.99,0
54.60,78.53,1015.75,399.91,0
62.49,75.96,993.95,400.03,0
72.92,70.61,1010.32,399.91,0
27.79,89.07,997.93,400.01,0
38.18,72.64,982.69,400.08,0
39.15,89.24,999.20,400.08,0
61.85,81.77,986.18,400.00,0
32.46,88.95,980.89,399.99,0
20.37,65.57,1006.63,399.93,0
29.24,77.16,1016.34,400.08,0
55.04,83.83,998.56,400.04,0
28.08,79.59,1017.15,399.98,0
26.33,83.36,982.49,400.02,0
79.59,72.64,983.02,399.96,1
35.98,83.96,985.67,399.96,0
45.67,72.99,981.64,400.02,0
50.86,63.17,986.55,400.09,0
30.47,86.73,987.61,399.96,0
36.48,75.99,1013.41,400.00,0
31.79,72.09,1017.03,399.97,0
25.19,71.33,1017.30,400.02,0
39.31,65.40,1012.34,400.06,0
38.75,87.47,1016.50,399.93,0
26.65,83.23,1004.49,399.98,0
42.72,81.85,988.55,400.07,0
78.85,86.48,1014.86,399.94,0
24.12,79.51,1018.99,399.96,0
59.24,69.60,1002.19,399.98,0
20.02,86.74,1009.65,399.98,0
50.55,69.86,1015.87,400.04,0
28.16,68.79,1011.76,399.93,0
73.57,68.96,1002.14,399.93,0
46.83,60.62,1010.36,400.05,0
38.89,87.67,1018.87,400.02,0
69.27,83.27,987.65,399.97,0
53.81,84.68,1015.39,400.05,0
31.45,77.63,1000.02,400.06,0
72.63,71.38,1009.36,399.93,0
77.14,74.08,994.47,400.03,1
41.39,68.64,1004.21,399.95,0
56.39,62.27,1005.88,399.93,0
47.06,79.46,984.05,399.91,0
45.79,74.09,986.45,400.09,0
26.13,71.79,989.45,399.99,0
67.61,60.76,1009.40,400.07,0
70.13,63.24,980.94,400.08,0
50.31,74.57,981.59,400.02,0
59.98,78.02,1015.70,399.96,0
57.62,77.11,987.16,400.01,0
51.63,79.65,1013.23,399.98,0
59.75,71.12,997.60,399.98,0
26.41,75.84,1009.33,399.94,0
74.16,80.79,986.31,399.93,1
28.93,77.43,1016.13,400.01,0
37.11,80.98,993.80,399.97,0
21.23,63.69,1001.80,399.99,0
45.90,74.48,1003.84,399.91,0
64.45,85.31,1008.09,399.92,0
36.74,60.61,982.23,399.92,0
29.22,83.80,1010.46,400.03,0
69.16,71.52,995.99,399.91,0
44.68,75.68,987.94,399.97,0
50.55,68.43,998.89,400.06,0
37.33,86.13,990.20,400.02,0
55.57,75.08,1004.43,400.04,0
56.25,83.65,981.49,400.09,0
79.46,66.23,1017.84,399.92,0
63.78,77.30,981.54,399.93,0
58.03,66.46,980.58,400.01,0
24.30,62.81,1004.61,399.96,0
79.67,84.54,993.90,400.05,1
62.82,85.51,994.94,400.03,0
75.86,64.89,1005.61,399.92,0
54.45,69.40,1016.47,399.93,0
23.67,82.34,996.68,400.04,0
64.98,65.47,998.91,400.03,0
25.30,71.60,1008.63,399.98,0
24.72,63.03,986.10,399.93,0
61.97,64.55,984.03,400.02,0
62.27,70.75,1003.54,400.02,0
30.06,72.05,1008.24,399.91,0
20.77,82.61,1007.22,400.07,0
20.84,80.53,1010.56,400.03,0
27.15,81.21,1000.13,399.91,0
50.83,85.89,989.36,400.10,0
71.35,71.80,1001.00,399.94,1
37.97,73.10,1015.80,399.92,0
42.25,71.27,982.65,400.05,0
44.21,73.10,990.32,399.91,0
67.78,69.55,994.50,399.92,0
38.86,74.19,1014.89,399.93,0
61.25,66.26,995.22,400.00,0
75.94,82.08,1016.81,399.99,0
37.15,70.97,994.49,399.92,0
50.18,89.62,992.20,399.99,0
36.19,85.48,990.60,400.06,0
55.46,60.30,1012.46,400.00,0
72.85,69.45,1005.83,399.91,0
51.14,65.05,996.59,400.06,0
60.31,62.26,1005.99,399.94,0
22.14,74.17,997.50,400.00,0
32.61,69.30,984.74,400.04,0
20.86,85.64,987.32,400.06,0
63.69,87.03,1001.69,399.91,0
69.56,78.95,1006.57,400.08,0
31.46,61.98,1015.73,400.09,0
49.40,85.26,990.35,399.96,0
51.07,67.91,1017.68,400.08,0
54.04,69.76,1000.77,399.98,0
49.88,75.66,1007.46,400.01,0
48.52,84.83,1009.07,399.92,0
57.28,85.66,1015.41,399.92,0
78.31,68.35,1000.79,399.91,0
64.32,87.29,997.80,399.93,0
32.69,77.83,997.50,400.03,0
70.19,80.72,982.01,399.98,1
52.73,73.45,1003.13,400.00,0
44.51,60.60,1007.59,399.96,0
59.60,86.55,980.98,400.08,0
27.34,69.37,1006.94,399.94,0
61.14,67.18,980.76,399.96,0
34.20,63.80,997.68,399.96,0
69.03,72.56,991.54,399.90,0
45.86,77.78,1011.12,399.96,0
54.95,76.30,982.19,400.04,0
73.78,72.19,1006.58,399.95,0
36.43,65.96,993.36,400.02,0
42.25,79.88,990.22,400.00,0
56.78,66.95,993.92,399.93,0
24.04,87.37,1010.47,399.99,0
76.26,85.72,983.48,399.94,1
74.62,80.89,992.11,400.10,1
41.46,88.88,1003.20,399.99,0
64.05,62.21,1010.58,399.96,0
38.51,62.93,980.86,400.04,0
68.56,81.30,1013.55,399.92,0
61.04,86.13,995.89,400.06,0
44.09,65.10,1011.49,400.02,0
67.57,67.12,1005.84,400.10,0
37.42,61.44,1009.21,399.98,0
62.20,68.17,1005.36,400.07,0
38.59,68.48,992.05,400.02,0
68.43,89.68,1014.35,400.07,0
36.06,64.60,985.55,399.96,0
45.50,88.95,993.62,400.06,0
32.55,74.15,980.81,400.03,0
50.35,67.65,1002.14,399.92,0
22.73,76.10,1009.11,400.06,0
23.57,81.24,996.99,399.99,0
56.10,72.27,982.47,400.00,0
72.30,82.61,1016.29,400.01,0
26.95,76.02,1006.35,400.08,0
74.68,78.11,981.31,400.03,1
55.39,83.13,1013.66,400.01,0
25.52,87.21,1006.40,399.98,0
41.05,68.86,985.94,399.91,0
29.08,78.58,1006.61,400.04,0
60.88,76.79,1013.38,399.93,0
47.49,62.55,1009.27,400.07,0
24.19,61.82,1018.67,399.91,0
43.95,80.11,989.40,400.06,0
41.27,87.51,1013.57,399.91,0
30.77,86.91,982.17,399.92,0
44.09,66.28,1009.94,400.09,0
68.53,78.85,986.79,400.05,0
69.66,84.11,983.80,400.00,0
70.14,82.76,1003.57,399.95,1
72.58,81.13,986.13,399.93,1
69.43,84.19,1006.15,399.93,0
23.17,84.15,988.54,399.99,0
34.38,80.60,981.73,400.09,0
77.72,79.24,1002.64,399.95,1
74.47,83.31,982.90,399.90,1
71.39,72.25,988.78,399.91,1
33.89,68.05,1003.90,399.98,0
31.12,73.70,1011.03,400.03,0
33.29,71.17,991.49,400.02,0
67.84,81.25,1012.63,400.09,0
74.95,71.56,1000.02,400.07,1
43.26,73.35,1001.64,399.99,0
33.81,81.02,1003.47,400.08,0
71.33,71.82,1004.58,399.98,1
44.15,62.97,996.75,399.97,0
64.61,65.55,988.04,399.99,0
31.91,71.64,993.68,399.98,0
38.25,73.78,1001.39,399.93,0
21.75,85.15,987.90,400.05,0
26.01,70.44,1000.61,400.02,0
40.89,67.74,994.67,399.98,0
47.72,64.92,983.02,400.08,0
44.49,76.92,1015.89,400.00,0
33.71,82.06,998.86,400.06,0
68.75,75.91,1008.01,400.02,0
32.46,85.78,1000.72,400.08,0
77.57,64.27,994.01,399.98,0
59.97,69.15,1011.51,400.00,0
77.29,70.71,1016.26,399.94,0
23.72,89.38,999.00,400.04,0
74.46,76.62,1000.69,399.90,1
23.57,81.28,1009.11,399.97,0
78.13,74.02,1013.53,399.97,0
69.97,60.09,1012.35,400.06,0
71.43,84.17,996.96,399.94,1
41.76,80.47,995.23,399.97,0
34.71,66.73,995.97,400.06,0
70.55,60.96,1009.83,400.09,0
59.06,72.38,1015.50,399.94,0
61.61,60.09,1004.48,400.08,0
53.12,85.78,997.66,400.02,0
61.53,67.32,998.62,400.09,0
60.15,70.88,991.17,400.02,0
22.93,62.67,995.08,400.07,0
27.50,77.20,996.97,399.92,0
51.89,88.00,1004.97,400.08,0
55.57,67.00,995.27,399.99,0
54.86,64.09,991.77,399.96,0
62.98,75.29,999.34,400.09,0
53.49,84.14,989.26,399.92,0
34.43,71.13,984.96,399.97,0
22.12,62.93,1012.49,399.97,0
58.75,76.59,986.06,399.99,0
30.44,80.66,989.56,400.06,0
74.49,61.42,1018.48,400.03,0
22.82,63.81,990.87,399.93,0
79.98,60.86,1000.40,399.97,0
39.03,60.23,1018.73,400.00,0
56.40,79.38,986.05,399.97,0
37.43,68.81,1001.27,400.01,0
48.99,64.40,981.95,399.96,0
28.95,72.49,995.09,400.01,0
57.80,76.47,987.71,399.94,0
39.31,73.25,1018.27,399.99,0
76.11,78.92,1014.38,400.03,0
23.69,77.02,995.75,400.01,0
24.44,63.49,1018.62,400.09,0
47.22,82.27,1001.57,400.03,0
55.09,66.17,999.09,399.96,0
24.19,81.78,1014.83,399.92,0
56.15,71.79,1005.39,400.06,0
43.22,73.98,1017.88,399.99,0
57.38,64.75,984.39,399.97,0
32.92,83.56,1005.11,400.06,0
65.06,66.33,1007.85,400.09,0
52.67,64.72,988.28,399.91,0
32.30,86.00,1010.07,399.94,0
62.45,60.30,996.61,399.95,0
63.22,67.67,985.86,400.06,0
20.67,70.13,1012.26,400.03,0
60.82,77.41,999.49,400.06,0
33.38,68.11,994.81,399.97,0
33.93,70.75,1003.73,400.08,0
30.81,63.82,1017.02,399.98,0
55.40,68.95,1003.90,400.07,0
33.22,86.19,985.27,399.94,0
61.44,83.99,1018.73,399.94,0
56.38,84.13,980.82,400.01,0
41.35,88.13,994.34,399.97,0
67.60,63.08,1003.68,399.95,0
77.46,71.46,1001.58,399.91,1
51.73,89.57,1015.61,400.06,0
52.70,60.33,1006.26,400.07,0
63.48,68.44,1011.34,400.00,0
50.79,74.64,997.11,400.02,0
26.51,73.05,1015.42,400.05,0
53.42,89.10,985.70,400.03,0
34.61,66.74,995.72,399.90,0
25.48,77.15,1015.58,400.00,0
60.92,81.11,1004.59,399.99,0
43.77,77.65,999.56,400.06,0
66.91,66.64,985.11,400.07,0
56.94,81.40,982.54,400.07,0
70.95,84.52,983.29,399.94,1
30.96,85.22,1009.82,400.04,0
37.26,62.55,980.46,400.10,0
50.08,72.34,989.51,400.09,0
27.03,70.91,993.14,400.09,0
75.50,83.13,1016.60,399.93,0
79.60,81.12,1005.53,399.92,0
74.48,81.16,1014.04,399.99,0
74.88,87.87,1008.20,400.00,0
32.41,76.36,998.84,399.93,0
43.88,61.62,993.11,399.93,0
25.17,83.67,980.10,400.01,0
58.96,65.06,991.42,400.00,0
34.64,86.23,1010.16,400.09,0
51.42,69.04,1012.97,400.06,0
42.36,88.65,987.15,400.09,0
64.06,85.48,982.27,400.09,0
20.79,63.00,996.25,400.05,0
36.13,81.92,1003.92,400.02,0
33.48,85.08,1000.68,399.98,0
34.11,81.62,982.48,399.94,0
29.93,87.88,999.98,400.04,0
62.00,73.81,1017.39,400.00,0
45.23,81.28,987.38,400.06,0
41.48,79.64,981.88,400.06,0
37.96,80.35,1018.94,400.01,0
26.89,89.09,1006.64,399.96,0
67.01,70.18,1001.87,399.91,0
44.97,78.69,1001.95,400.07,0
58.88,86.87,1007.02,399.97,0
67.12,67.93,1011.52,400.01,0
24.44,61.24,1012.99,400.05,0
53.09,70.79,994.59,399.92,0
58.72,88.24,983.62,399.91,0
78.70,76.24,1011.94,399.99,0
26.11,72.42,1007.26,400.05,0
77.19,86.48,984.02,400.04,1
79.01,69.56,981.59,400.07,0
36.50,64.00,1019.26,399.98,0
27.63,77.47,987.69,400.08,0
71.92,86.84,1014.97,400.07,0
65.11,89.05,991.39,399.96,0
59.76,85.30,992.48,399.95,0
31.42,83.36,1010.66,399.99,0
23.91,62.75,1016.00,400.04,0
49.25,66.71,1009.44,400.00,0
74.77,86.67,985.46,399.91,1
49.25,63.69,1018.32,400.02,0
66.56,88.87,1018.69,399.95,0
25.42,65.77,1017.28,399.94,0
74.01,65.05,1003.08,400.05,0
47.50,67.76,983.77,399.96,0
64.82,77.24,984.49,400.04,0
43.39,75.53,1003.82,400.01,0
41.61,62.67,1012.36,399.97,0
46.18,89.17,1000.63,399.96,0
20.42,89.17,1006.28,399.98,0
69.13,76.39,998.90,400.01,0
42.45,81.13,993.97,399.96,0
45.95,84.79,1008.38,400.09,0
77.85,85.65,995.47,399.99,1
62.34,80.37,1000.52,399.99,0
48.07,71.13,1018.49,399.94,0
24.72,67.49,1006.78,400.09,0
40.85,66.45,1005.74,400.09,0
40.43,72.58,982.83,400.04,0
73.92,85.85,1018.89,399.95,0
33.78,72.77,984.38,400.05,0
57.76,80.41,986.22,399.98,0
43.77,81.70,983.29,400.02,0
28.19,88.45,989.91,400.06,0
60.77,62.13,1007.01,400.01,0
47.91,63.25,999.83,400.07,0
72.85,68.23,1006.78,399.99,0
68.34,72.38,999.81,399.90,0
33.37,85.89,998.66,400.05,0
34.16,78.78,1010.17,400.04,0
62.37,83.34,1019.59,400.08,0
67.74,79.25,1006.05,399.97,0
30.58,83.61,997.83,399.97,0
26.92,71.93,1014.58,400.04,0
68.55,62.84,984.73,400.00,0
40.77,87.44,1017.73,399.99,0
40.91,63.05,1011.71,399.94,0
20.76,81.85,1016.85,400.06,0
25.56,63.08,1010.30,400.02,0
70.81,76.98,986.79,399.92,1
36.23,83.45,993.93,400.01,0
73.56,73.18,998.26,399.99,1
64.13,74.94,986.33,399.97,0
48.21,65.41,982.72,399.92,0
59.58,74.54,1005.37,399.98,0
33.11,74.85,1006.82,400.10,0
41.69,88.22,996.64,400.10,0
50.23,83.31,987.71,399.92,0
34.06,60.50,1000.91,399.90,0
61.10,69.38,1008.84,400.00,0
72.94,65.77,997.48,399.97,0
21.35,80.41,1019.43,399.91,0
66.72,72.27,983.77,400.00,0
76.74,62.96,992.86,400.01,0
37.06,76.72,996.49,400.06,0
25.38,83.47,991.75,400.07,0
63.71,87.06,1012.01,399.95,0
75.14,89.73,1016.52,399.91,0
41.86,60.64,999.52,399.93,0
36.29,83.19,1004.37,399.93,0
24.75,89.88,1004.14,399.91,0
79.88,71.73,1002.31,400.02,1
76.81,62.38,991.87,400.01,0
64.46,71.85,1000.54,400.04,0
22.29,78.24,997.09,400.04,0
35.02,61.04,1019.01,400.06,0
41.69,88.42,1009.48,399.94,0
77.06,87.89,987.14,399.96,1
47.73,71.70,998.40,399.91,0
45.08,77.19,980.79,399.91,0
20.17,61.97,1012.84,399.97,0
74.52,67.81,1001.17,400.03,0
38.04,76.58,1007.13,400.08,0
61.22,61.99,1016.37,399.90,0
68.74,62.07,1006.34,400.10,0
27.24,60.89,989.85,400.07,0
47.66,76.17,989.40,400.09,0
77.07,74.68,997.95,399.93,1
66.24,68.62,1000.11,399.96,0
62.04,80.36,1009.92,399.93,0
62.68,66.93,986.86,400.08,0
57.32,75.44,985.93,399.91,0
54.79,62.51,996.19,400.08,0
72.47,70.76,991.00,400.07,1
33.90,67.12,997.54,400.10,0
44.94,74.11,1004.27,399.96,0
20.56,87.40,1008.86,400.05,0
41.83,81.31,1017.86,399.98,0
44.20,62.96,1004.81,399.99,0
35.50,77.92,1013.83,400.03,0
47.82,65.69,1016.34,400.09,0
54.43,65.70,1018.90,400.01,0
39.85,61.04,982.10,399.93,0
26.98,89.85,999.76,399.96,0
53.27,74.75,995.42,399.90,0
29.38,75.21,1010.85,399.98,0
33.89,86.27,1002.33,400.04,0
51.86,87.80,988.91,399.99,0
59.61,84.57,981.60,400.01,0
32.17,70.56,994.84,399.95,0
25.86,63.59,996.67,399.96,0
34.62,88.73,1002.06,400.07,0
37.73,60.10,988.42,400.01,0
50.50,63.20,1015.85,399.91,0
50.52,82.13,983.78,400.03,0
59.37,71.98,1016.55,400.03,0
27.83,78.56,999.45,400.08,0
27.71,67.23,981.03,399.91,0
38.75,72.72,999.00,399.93,0
71.15,63.03,995.39,400.09,0
59.74,61.38,1012.85,399.95,0
45.70,62.95,1004.38,399.92,0
31.35,85.50,990.48,399.90,0
74.14,73.82,1006.88,400.00,0
56.05,83.58,1005.16,399.97,0
57.36,64.82,989.68,399.97,0
27.25,66.46,1018.71,400.07,0
29.02,72.55,986.70,399.99,0
61.51,80.75,993.42,400.02,0
54.87,60.22,1017.09,399.96,0
70.32,77.27,1007.36,400.07,0
66.90,67.29,1013.95,400.08,0
20.19,65.58,1008.87,400.03,0
62.64,71.87,986.62,400.08,0
49.73,70.60,986.57,400.01,0
37.49,61.94,1003.93,399.96,0
58.28,82.61,997.97,400.00,0
76.49,85.24,998.52,400.03,1
48.51,86.41,988.60,399.91,0
77.48,66.25,985.50,400.09,0
57.68,78.03,991.03,400.05,0
32.77,87.88,1003.81,400.02,0
37.70,75.08,985.62,400.00,0
38.73,78.20,1008.52,400.00,0
51.35,61.66,1007.40,400.01,0
56.33,77.71,996.92,400.09,0
25.93,69.09,1017.67,400.06,0
20.23,69.59,989.74,399.98,0
64.41,60.54,980.47,400.01,0
72.52,63.70,1007.45,400.09,0
68.79,88.99,984.97,400.08,0
74.23,72.47,1004.83,399.96,1
46.15,75.44,988.38,399.92,0
62.96,81.40,1004.49,399.93,0
59.72,79.61,1017.69,400.00,0
75.57,85.76,1008.68,400.09,0
73.51,70.81,1003.73,399.92,1
70.14,87.41,1015.58,399.93,0
28.27,89.79,989.21,400.07,0
24.77,84.13,1016.86,400.09,0
71.55,74.38,1019.47,400.04,0
58.33,83.24,999.07,400.00,0
75.19,69.33,987.43,400.01,0
47.96,73.24,992.05,400.09,0
57.64,68.51,993.98,400.07,0
37.53,87.87,998.96,400.05,0
49.39,62.71,1014.49,400.01,0
42.05,75.55,984.03,399.99,0
39.15,60.16,991.45,400.09,0
73.63,80.78,1005.93,399.98,0
34.13,64.49,1010.76,400.09,0
55.16,83.89,1015.80,399.96,0
32.39,68.02,997.45,400.10,0
53.46,73.36,1008.86,399.98,0
61.92,66.83,983.17,399.95,0
21.88,86.11,981.10,400.03,0
62.32,60.94,1009.99,399.93,0
39.61,61.65,989.03,400.08,0
28.44,65.17,988.78,399.93,0
31.65,83.83,1008.84,400.02,0
29.25,84.71,996.30,400.07,0
26.02,69.18,982.97,400.04,0
54.05,80.26,988.77,399.94,0
52.97,88.05,1003.40,399.97,0
71.95,64.01,987.16,399.99,0
51.27,69.85,995.40,400.10,0
76.79,81.11,992.57,400.03,1
35.41,77.75,1002.13,400.06,0
28.11,80.32,994.37,400.05,0
62.73,61.50,999.89,400.08,0
66.33,89.79,997.45,400.05,0
21.67,80.34,985.37,399.96,0
60.29,71.58,1007.20,400.10,0
24.82,68.15,980.52,399.98,0
50.03,64.50,981.18,400.07,0
25.89,83.09,1019.17,400.03,0
53.73,63.21,998.66,399.91,0
75.52,63.44,1013.14,400.03,0
75.44,84.79,996.72,400.01,1
54.13,67.15,1018.18,399.90,0
53.14,83.71,990.30,400.03,0
44.03,82.39,994.60,399.94,0
37.15,85.05,1018.22,399.96,0
54.03,73.48,990.44,400.05,0
57.64,62.08,986.69,399.96,0
38.10,79.22,991.18,399.92,0
36.62,89.62,991.53,400.00,0
63.40,80.81,1001.56,399.97,0
47.31,64.18,992.74,399.96,0
57.73,66.30,1007.21,400.03,0
66.63,75.92,1013.17,399.98,0
43.92,60.58,1019.88,399.92,0
20.15,73.16,993.92,400.04,0
62.35,88.68,1007.72,399.95,0
25.58,61.42,1003.55,400.06,0
32.63,63.70,1010.22,399.92,0
74.83,85.85,981.84,400.03,1
57.63,88.56,993.85,399.97,0
65.25,89.99,1012.24,399.95,0
64.14,62.80,993.39,400.02,0
29.14,78.30,987.13,399.91,0
44.60,80.01,999.34,399.99,0
38.82,75.56,1004.72,400.06,0
74.14,60.92,999.43,400.04,0
51.51,76.98,982.86,399.99,0
61.19,68.85,989.34,400.05,0
64.95,61.94,981.49,399.98,0
79.12,76.54,984.68,400.08,1
68.57,62.80,1000.55,400.07,0
33.39,62.63,1000.64,399.90,0
63.68,73.25,1013.84,400.07,0
23.00,82.47,998.68,399.96,0
35.59,82.77,1011.26,399.94,0
32.90,72.14,1012.41,400.06,0
46.20,67.09,991.08,399.91,0
53.88,66.48,993.30,400.08,0
21.74,75.00,1019.48,399.92,0
31.71,63.81,988.84,399.99,0
72.03,77.10,983.56,400.05,1
45.74,78.38,1008.07,400.02,0
75.07,60.67,986.10,399.95,0
25.65,78.03,1006.32,400.09,0
31.59,78.68,995.10,400.00,0
78.47,78.13,990.54,399.92,1
27.52,78.86,1003.98,399.97,0
78.85,67.13,983.30,399.92,0
77.96,71.08,1001.70,400.05,1
72.69,76.73,1000.15,399.90,1
47.70,78.36,1007.76,400.02,0
22.56,66.70,1017.13,399.99,0
43.19,60.59,994.27,399.97,0
26.12,78.19,981.87,400.07,0
